response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
3463,2024-07-01 16:09:49,800-690-8098,2024-07-01 09:06:51,2024-07-01 09:36:51,800-690-8098,Station C,Creative 2,277.0,30 minutes,Attributed (TFN only),
3464,2024-07-01 14:47:01,800-930-9185,2024-07-01 14:47:01,2024-07-01 15:17:01,800-930-9185,Station A,Creative 2,252.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3464,2024-07-01 14:47:01,800-930-9185,2024-07-01 14:47:01,2024-07-01 15:17:01,800-930-9185,Station A,Creative 2,252.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3465,2024-07-01 15:36:12,800-264-6201,2024-07-01 08:11:18,2024-07-01 09:11:18,800-264-6201,Station B,Creative 3,112.0,60 minutes,Attributed (TFN only),
3466,2024-07-01 15:28:51,800-931-1283,2024-07-01 12:33:02,2024-07-01 13:03:02,800-931-1283,Station B,Creative 2,442.0,30 minutes,Attributed (TFN only),
3467,2024-07-01 15:29:19,800-931-1283,2024-07-01 12:33:02,2024-07-01 13:03:02,800-931-1283,Station B,Creative 2,442.0,30 minutes,Attributed (TFN only),
3468,2024-07-01 15:32:07,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN only),
3469,2024-07-01 15:35:13,800-264-6201,2024-07-01 08:11:18,2024-07-01 09:11:18,800-264-6201,Station B,Creative 3,112.0,60 minutes,Attributed (TFN only),
3470,2024-07-01 15:51:32,800-395-2072,2024-07-01 09:24:47,2024-07-01 09:54:47,800-395-2072,Station C,Creative 2,785.0,30 minutes,Attributed (TFN only),
3471,2024-07-01 15:53:47,800-464-8191,2024-07-01 15:53:47,2024-07-01 16:23:47,800-464-8191,Station A,Creative 1,665.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3471,2024-07-01 15:53:47,800-464-8191,2024-07-01 15:53:47,2024-07-01 16:23:47,800-464-8191,Station A,Creative 1,665.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3472,2024-07-01 15:55:33,800-395-2072,2024-07-01 09:24:47,2024-07-01 09:54:47,800-395-2072,Station C,Creative 2,785.0,30 minutes,Attributed (TFN only),
3473,2024-07-01 15:57:06,800-398-0175,2024-07-01 15:57:06,2024-07-01 16:27:06,800-398-0175,Station C,Creative 2,730.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3473,2024-07-01 15:57:06,800-398-0175,2024-07-01 15:57:06,2024-07-01 16:27:06,800-398-0175,Station C,Creative 2,730.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3474,2024-07-01 15:43:19,800-758-1102,2024-07-01 13:38:40,2024-07-01 14:38:40,800-758-1102,Station C,Creative 1,289.0,60 minutes,Attributed (TFN only),
3475,2024-07-01 15:54:08,800-964-2459,2024-07-01 15:54:08,2024-07-01 16:54:08,800-964-2459,Station A,Creative 2,710.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3475,2024-07-01 15:54:08,800-964-2459,2024-07-01 15:54:08,2024-07-01 16:54:08,800-964-2459,Station A,Creative 2,710.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3476,2024-07-01 14:37:28,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3476,2024-07-01 14:37:28,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3477,2024-07-01 14:44:57,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3477,2024-07-01 14:44:57,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3478,2024-07-01 14:37:39,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3478,2024-07-01 14:37:39,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3479,2024-07-01 14:46:58,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3479,2024-07-01 14:46:58,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3480,2024-07-01 14:39:17,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3480,2024-07-01 14:39:17,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3481,2024-07-01 14:36:49,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3481,2024-07-01 14:36:49,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3482,2024-07-01 14:29:13,800-562-9976,2024-07-01 09:57:12,2024-07-01 10:57:12,800-562-9976,Station A,Creative 3,809.0,60 minutes,Attributed (TFN only),
3483,2024-07-01 14:08:57,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3483,2024-07-01 14:08:57,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3484,2024-07-01 14:09:44,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3484,2024-07-01 14:09:44,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3485,2024-07-01 14:10:49,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3485,2024-07-01 14:10:49,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3486,2024-07-01 14:11:05,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3486,2024-07-01 14:11:05,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3487,2024-07-01 14:09:26,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3487,2024-07-01 14:09:26,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3488,2024-07-01 14:50:20,800-562-9976,2024-07-01 09:57:12,2024-07-01 10:57:12,800-562-9976,Station A,Creative 3,809.0,60 minutes,Attributed (TFN only),
3489,2024-07-01 14:08:55,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3489,2024-07-01 14:08:55,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3490,2024-07-01 14:39:40,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3490,2024-07-01 14:39:40,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3491,2024-07-01 14:37:45,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3491,2024-07-01 14:37:45,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3492,2024-07-01 14:44:21,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3492,2024-07-01 14:44:21,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3493,2024-07-01 14:36:59,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3493,2024-07-01 14:36:59,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3494,2024-07-01 14:08:41,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3494,2024-07-01 14:08:41,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3495,2024-07-01 14:11:57,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3495,2024-07-01 14:11:57,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3496,2024-07-01 14:10:38,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3496,2024-07-01 14:10:38,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3497,2024-07-01 14:12:24,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3497,2024-07-01 14:12:24,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3498,2024-07-01 14:11:40,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3498,2024-07-01 14:11:40,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3499,2024-07-01 14:09:04,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3499,2024-07-01 14:09:04,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3500,2024-07-01 14:07:52,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3501,2024-07-01 14:09:19,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3501,2024-07-01 14:09:19,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3502,2024-07-01 14:45:34,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3502,2024-07-01 14:45:34,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3503,2024-07-01 13:25:09,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3504,2024-07-01 12:58:02,800-207-9148,2024-07-01 12:57:14,2024-07-01 13:27:14,800-207-9148,Station C,Creative 2,444.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3504,2024-07-01 12:58:02,800-207-9148,2024-07-01 12:57:14,2024-07-01 13:27:14,800-207-9148,Station C,Creative 2,444.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3505,2024-07-01 12:57:14,800-207-9148,2024-07-01 12:57:14,2024-07-01 13:27:14,800-207-9148,Station C,Creative 2,444.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3505,2024-07-01 12:57:14,800-207-9148,2024-07-01 12:57:14,2024-07-01 13:27:14,800-207-9148,Station C,Creative 2,444.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3506,2024-07-01 13:43:13,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3506,2024-07-01 13:43:13,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3507,2024-07-01 13:42:03,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3507,2024-07-01 13:42:03,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3508,2024-07-01 14:10:02,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3508,2024-07-01 14:10:02,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3509,2024-07-01 14:09:10,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3509,2024-07-01 14:09:10,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3510,2024-07-01 14:10:56,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3510,2024-07-01 14:10:56,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3511,2024-07-01 14:10:37,800-337-2369,2024-07-01 14:10:37,2024-07-01 14:40:37,800-337-2369,Station C,Creative 1,360.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3511,2024-07-01 14:10:37,800-337-2369,2024-07-01 14:10:37,2024-07-01 14:40:37,800-337-2369,Station C,Creative 1,360.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3512,2024-07-01 14:02:00,800-597-2315,2024-07-01 14:02:00,2024-07-01 15:02:00,800-597-2315,Station B,Creative 1,717.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3512,2024-07-01 14:02:00,800-597-2315,2024-07-01 14:02:00,2024-07-01 15:02:00,800-597-2315,Station B,Creative 1,717.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3513,2024-07-01 13:55:14,800-721-1559,2024-07-01 09:28:26,2024-07-01 10:28:26,800-721-1559,Station B,Creative 3,359.0,60 minutes,Attributed (TFN only),
3514,2024-07-01 13:33:03,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3515,2024-07-01 13:43:02,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3515,2024-07-01 13:43:02,800-538-6809,2024-07-01 13:42:03,2024-07-01 14:12:03,800-538-6809,Station C,Creative 1,236.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3516,2024-07-01 14:37:41,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3516,2024-07-01 14:37:41,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3517,2024-07-01 14:37:34,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3517,2024-07-01 14:37:34,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3518,2024-07-01 14:36:40,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3518,2024-07-01 14:36:40,800-761-0629,2024-07-01 14:36:40,2024-07-01 15:06:40,800-761-0629,Station C,Creative 2,645.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3519,2024-07-01 14:46:36,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3519,2024-07-01 14:46:36,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3520,2024-07-01 14:46:54,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3520,2024-07-01 14:46:54,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3521,2024-07-01 14:46:00,800-357-5843,2024-07-01 14:46:00,2024-07-01 15:16:00,800-357-5843,Station A,Creative 2,289.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3521,2024-07-01 14:46:00,800-357-5843,2024-07-01 14:46:00,2024-07-01 15:16:00,800-357-5843,Station A,Creative 2,289.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3522,2024-07-01 16:46:45,800-691-1297,2024-07-01 09:24:15,2024-07-01 09:54:15,800-691-1297,Station B,Creative 3,808.0,30 minutes,Attributed (TFN only),
3523,2024-07-01 16:58:24,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3524,2024-07-01 16:58:43,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3525,2024-07-01 16:34:40,800-815-7078,2024-07-01 14:44:21,2024-07-01 15:14:21,800-815-7078,Station C,Creative 1,564.0,30 minutes,Attributed (TFN only),
3526,2024-07-01 16:58:32,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3527,2024-07-01 17:19:54,800-906-2875,2024-07-01 17:18:35,2024-07-01 17:48:35,800-906-2875,Station C,Creative 3,788.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3527,2024-07-01 17:19:54,800-906-2875,2024-07-01 17:18:35,2024-07-01 17:48:35,800-906-2875,Station C,Creative 3,788.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3528,2024-07-01 17:20:13,800-906-2875,2024-07-01 17:18:35,2024-07-01 17:48:35,800-906-2875,Station C,Creative 3,788.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3528,2024-07-01 17:20:13,800-906-2875,2024-07-01 17:18:35,2024-07-01 17:48:35,800-906-2875,Station C,Creative 3,788.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3529,2024-07-01 17:39:25,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3530,2024-07-01 17:56:18,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3531,2024-07-01 17:56:04,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3532,2024-07-01 17:54:35,800-721-1559,2024-07-01 09:28:26,2024-07-01 10:28:26,800-721-1559,Station B,Creative 3,359.0,60 minutes,Attributed (TFN only),
3533,2024-07-01 17:38:51,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3534,2024-07-01 17:39:07,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3535,2024-07-01 17:48:49,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN only),
3536,2024-07-01 17:40:04,800-591-9540,2024-07-01 09:25:26,2024-07-01 09:55:26,800-591-9540,Station A,Creative 3,908.0,30 minutes,Attributed (TFN only),
3537,2024-07-01 17:40:55,800-906-2875,2024-07-01 17:18:35,2024-07-01 17:48:35,800-906-2875,Station C,Creative 3,788.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
